complaint_id,complaint_text,domain,officer_id,priority,eta_days,status
HIST0478,Stray dogs are feeding on garbage dumped near Brigade Road creating health and safety risks.,sanitation,OFF003,High,3,Closed
HIST0479,Construction of building on Civil Lines is illegal as it violates floor space index regulations.,housing,OFF010,High,8,Closed
HIST0480,Power outage in Gomti Nagar for 8 days. Medicines in refrigerators are spoiling. Elderly patients suffering.,electricity,OFF005,High,2,Resolved
HIST0481,A large pothole on Rajiv Chowk near City Hospital caused my vehicle to break down. This has been reported 16 times before.,infrastructure,OFF001,Medium,20,Closed
HIST0482,Water supply timing in Whitefield has changed without notice causing major inconvenience.,water_supply,OFF004,Low,9,Closed
HIST0483,Illegal electricity connections tapped from main line on Shastri Marg causing frequent outages.,electricity,OFF005,High,3,Resolved
HIST0484,Stray dogs are feeding on garbage dumped near Rajiv Chowk creating health and safety risks.,sanitation,OFF003,Low,12,Closed
HIST0485,A temple near Gomti Nagar uses loudspeakers at 4am daily. Residents have complained 13 times.,noise_pollution,OFF008,Low,16,Closed
HIST0486,A burst pipe on Shastri Marg has been flooding the road for 15 days. No repair work started.,water_supply,OFF004,High,4,Resolved
HIST0487,Garbage has not been collected from Powai for 21 days. The smell is unbearable and health hazard.,sanitation,OFF003,Low,11,Closed
HIST0488,Open defecation is happening near Central Park due to lack of public toilets. Urgent action needed.,sanitation,OFF003,Low,1,Closed
HIST0489,Rental agreement disputes in Salt Lake — landlord has locked the property illegally during tenancy.,housing,OFF010,Medium,49,Closed
HIST0490,Illegal electricity connections tapped from main line on Rajiv Chowk causing frequent outages.,electricity,OFF005,Medium,10,Resolved
HIST0491,The drainage system on MG Road collapsed causing road cave-in and major commute disruption.,infrastructure,OFF001,Medium,19,Resolved
HIST0492,Dead animals on Rajiv Chowk have not been removed for 27 days causing disease outbreak risk.,sanitation,OFF003,High,4,Closed
HIST0493,Multiple utility poles on Gandhi Nagar are leaning and may fall during the next storm.,utilities,OFF002,Medium,7,Closed
HIST0494,Loudspeakers at Old Bus Stand play music beyond permitted decibel levels daily disturbing residents.,noise_pollution,OFF008,High,4,Resolved
HIST0495,A factory near Town Hall is running heavy machinery at night causing unbearable noise pollution.,noise_pollution,OFF008,Medium,12,Closed
HIST0496,Multiple utility poles on Lal Bagh Road are leaning and may fall during the next storm.,utilities,OFF002,Low,1,Closed
HIST0497,The road divider on Gandhi Nagar was damaged in an accident last week and has not been repaired creating traffic hazards.,infrastructure,OFF001,High,9,Resolved
HIST0498,The drainage system on Anna Salai collapsed causing road cave-in and major commute disruption.,infrastructure,OFF001,Medium,18,Resolved
HIST0499,Received income tax notice with wrong PAN number. My returns are filed but notice not withdrawn.,taxation,OFF009,Medium,35,Closed
HIST0500,The sanitation workers in Sector 4 have not come for 20 days after the festival. Garbage piling up.,sanitation,OFF003,Low,2,Resolved
